ITEM_ID,GENRES,DESCRIPTION
9,Points of Interest & Landmarks,"""This town plaza is usually filled with an array of amateur performers."""
10,Points of Interest & Landmarks,
11,Points of Interest & Landmarks,
12,Points of Interest & Landmarks,
13,Points of Interest & Landmarks,
14,Points of Interest & Landmarks,
15,Historic Sites|Points of Interest & Landmarks,
16,Points of Interest & Landmarks,
17,Points of Interest & Landmarks|Bridges,
18,Points of Interest & Landmarks,"""A main street of Quebec's historic Lower Town."""
19,Points of Interest & Landmarks,
20,Points of Interest & Landmarks,
21,Points of Interest & Landmarks,
22,Points of Interest & Landmarks,
23,Historic Sites|Points of Interest & Landmarks|History Museums,"""Maison Girardin is a beautiful heritage house built between 1784 and 1819. It's a traditional farm house with French architectural influences, and one of the few still standing today ! It became an official patrimonial monument of the Government of Quebec in 1977 and was declared National Historic Site by the Government of Canada in 1982. Maison Girardin displays a year-round exhibition called \""Beauport en un Tour de Main\"" which features objects and tools that recollect the history of workers in rural Beauport in the 19th century. Guided tours are available."""
24,Historic Sites|Points of Interest & Landmarks|Fountains,
25,Points of Interest & Landmarks|Arenas & Stadiums|Monuments & Statues,
26,Points of Interest & Landmarks,
27,Points of Interest & Landmarks|Architectural Buildings,
28,Points of Interest & Landmarks,
29,Historic Sites|Points of Interest & Landmarks,
30,Points of Interest & Landmarks,
31,Historic Sites|Points of Interest & Landmarks|Observation Decks & Towers,
32,Historic Sites|Points of Interest & Landmarks|Battlefields,
33,Points of Interest & Landmarks,
34,Points of Interest & Landmarks|Scenic Walking Areas,
35,Points of Interest & Landmarks,
36,Historic Sites|Points of Interest & Landmarks|Historic Walking Areas,
37,Points of Interest & Landmarks,"""EXMURO arts publics is a non-profit organization whose mandate is to design, create and disseminate contemporary art projects in public spaces. A whole different way of urban living! Passages Insolites Public art circuit June 20 to October 2019 Discover 14 installations by visual artists and architecture collectives that question our relation to the world and the urban space. Passages Insolites is free of charge and accessible to all. Let the circuit guide you through the city and enjoy making playful, artistic discoveries at your own pace. Embrace the unexpected!"""
38,Historic Sites|Points of Interest & Landmarks|Cemeteries,
39,Points of Interest & Landmarks,
40,Points of Interest & Landmarks,
41,Points of Interest & Landmarks,
42,Points of Interest & Landmarks,
43,Points of Interest & Landmarks|Historic Walking Areas|Lookouts,
44,Points of Interest & Landmarks|Historic Walking Areas|Architectural Buildings,
45,State Parks|Parks|Waterfalls,"""These 275-foot falls on the Montmorency River tower higher than even the legendary Niagara Falls. The 2013 season promises to be exhilarating for people who will visit Parc de la Chute-Montmorency – Montmorency Falls, the second most visited site of the provincial capital after Old Quebec. The highlight of all the new summer activities is certainly the opening of two via ferrata routes built in the Boischatel fault near the waterfalls. Via ferrata – this is Italian for “iron roads” - is an activity accessible to everyone over 12 years old that combines hiking and rock climbing. The two paths are built on the rock face on the eastern side of the waterfall. The less adventurous will also be able to get stunning views of the 83-meter high waterfall aboard the cable car which now runs with sparkling new cabins. History buffs will be glad to know that guided tours are now offered each weekend in the company of Sir Frederick Haldimand, who served as Governor of Quebec from 1778 to 1786 and Mathilde Robin, best known as the Lady in White, who lost her fiance during the Montmorency Battle in 1759. Guided tours are offered in French or English until Labour Day weekend."""
46,Historic Sites|Parks,"""Site of major battles, the Battlefields Park includes the Plains of Abraham and Des Braves Park. Apart from its historical past, the Park is to Québec what Central Park and Hyde Park are to New York and London: a city park of outstanding value, the lungs of the city. The Plains of Abraham Museum is the gateway to the Park, offering exhibitions, activities, services and all information for your visit. Year-round, dive into history with an interactive exhibition on the battles of Québec and an exhibition on artefacts from the Park's archeological collection. From July to the end of October, explore the Plains of Abraham with the Escape Bag Rally or a family treasure hunt. Discover also the dark side of the Plains with fun and terrifying activities for all ages during Halloween and the Month of the Dead. In winter, enjoy cross-country skiing, snowshoeing or ice skating! Equipment rental on site ($)."""
47,Parks|Monuments & Statues,"""Bike or walk the Samuel-De Champlain Promenade, a large park on the bank of the St. Lawrence River. The park stretches nearly 1.5 Miles (2.5 Kilometers ) from the Cageux Wharf to the Sillery coastline. This landscaped park is a gift from the provincial government to Quebec City for its 400th anniversary."""
48,Aquariums,"""The Quebec Aquarium, a playground bursting with life! Open year-round and unique in Quebec, our site transports you to the heart of the ecosystems of the St. Lawrence River and Canadian waters to discover the northern fauna and flora. Observe close to 10,000 specimens of native and exotic fish, amphibians, invertebrates, as well as marine mammals including polar bears, seals and arctic foxes. Also enjoy the hebertism track and the water games for children in summer. Don't miss: the Deep Sea Pavilion and its contact pool with rays."""
49,Historic Sites|Battlefields|Parks,"""This bucolic park includes the Plains of Abraham, where the decisive battle that led to British control of Quebec took place."""
50,Parks,
51,Parks,
52,Parks,"""This square is a popular place year-round for activities including walking, in-line skating and skateboarding."""
53,Parks,"""Located on a popular bike path, this pretty park contains gardens, an arboretum and other historic buildings."""
54,Parks,
55,Parks|Government Buildings,
56,Parks|Gardens,"""The only public garden of its kind in North America, the Roger-Van den Hende Garden showcases nearly 4,000 species and cultivars arranged by botanical family. The herbacetum, the beating heart of the garden, holds many secrets to be discovered by curious observers and budding botanists. No matter where you look-from the water garden to the broad pergola providing shade to 40-year-old rhododendrons-this vibrant site never ceases to amaze. Quebec's native flora along with North American, Asian and European plants will take you away in an enchanting landscape like no other. Set off from the garden is a demonstration and trial bed for annual plants of all shapes and colours."""
57,Bodies of Water,
58,Parks,"""With a surface area of 9.7 Hectares, Domaine Cataraqui is one of a handful of historical gardens in the area, in addition to being one of the rare sites to bear witness to the English presence in Quebec City during the 19th century. This site comprises a villa and nine outbuildings, which are some of the only remaining examples of the architecture once commonly seen in the homes of the wealthy on the cliff overlooking the St. Lawrence. Special private and corporate event can be held at Domaine Cataraqui, upon reservation."""
59,Waterfalls,
60,Gardens,
61,Biking Trails,
62,Parks,"""This former area for military parades has been transformed into a popular urban park."""
63,Ski & Snowboard Areas,
64,Hiking Trails,
65,Hiking Trails,
66,Parks,
67,Parks,
68,Parks,
69,Waterfalls,
70,Parks,
71,Parks,"""This Lower Town park includes a popular children's playground."""
72,Nature & Wildlife Areas,
73,Parks,
74,Parks,
75,Nature & Wildlife Areas,
76,Sports Complexes|Parks,
77,Parks,
78,Parks,
79,Marinas,
80,Parks,
81,Parks,
82,Bodies of Water|Geologic Formations|Waterfalls,
83,Parks,
84,Parks|Forests,
85,Hiking Trails,
86,Parks|Gardens,
87,Ski & Snowboard Areas,
88,Nature & Wildlife Areas|Parks|Hiking Trails,
89,Parks,
90,Parks,
91,Parks,
92,Waterfalls,
93,Parks,
94,Parks,
95,Historic Sites|Parks,
96,Bike Tours|Hiking Trails|Cross-country Ski Areas,
97,Military Museums|Speciality Museums|History Museums,"""National Historic Site and active military base, the Citadelle welcomes you with its guided tours and access to the Musée Royal 22e Régiment. Located on the highest natural point in Quebec City, the Citadelle allows you to enjoy spectacular views on the town and the Saint Lawrence River. Discover the fortress of Old Quebec, home of the Royal 22e Régiment, the only French-speaking regiment with in the Canadian Armed Forces. Tickets include an hour-long guided tour of the Citadelle, mostly outside, and the access to the Musée Royal 22e Régiment. In order to protect the health and safety of our visitors and employees, we have adopted the guidelines by the Québec Ministry of Public Health, including social distancing standards and applicable health measures."""
98,Speciality Museums,"""This museum is characterized by its innovative and daring outlook. It defines itself as a seat of knowledge and ideas, a museum endowed with valuable collections, an education centre and a living memory. It is located in the region's capital, Quebec City, in the heart of an historic district and close to Place Royale."""
99,Architectural Buildings|Art Museums|History Museums,"""The Musée national des beaux-arts du Québec is located on the Plains of Abraham. It's pavilions house a collection of over 42,000 works dating from the 17th century to present day. On top of world-class exhibitions and cultural activities, visitors can also enjoy the café and gift shop."""
100,Lessons & Workshops|Farms|History Museums,"""Welcome to Tigidou Jam Factory's creative laboratory! An unique and gourmet experience within a historic bicentennial barn on Île d’Orléans. Discover exclusive jams made with fruits directly harvested from our farm and aromatic herbs from our garden. The Art of Confection: Attend creation sessions where our jam experts share their know-how. Uncover secrets of artisanal jam-making and even try concocting yourself! A unique place: Rejuvenate in our apothecary garden and immerse in Île d’Orléans' history and jam-making at our heritage site. Gourmet Souvenirs: Don't leave empty-handed! Our boutique offers quality jams and artisanal products to take home. Treat yourself or loved ones to delightful souvenirs from Tigidou Jam Factory Creative Laboratory."""
101,History Museums,"""A must for art-lovers, kids and history addicts! Be amazed by this art and history museum about the work of the Ursulines of Québec, who established the first school for girls in New France and are reknown for their wonderful embroidery works. The Ursulines showed true openmindness through the centuries, adapting their teaching to their pupils and to what society needed. In the 17th Century, they gave classes to First Nations children in their own language. In the 19th Century, they were the first to include science and critical thinking in their teachings. For a complete, one-of-a-kind experience, follow a guide in the Chancel, a place usually accessible only by nuns and students."""
102,History Museums,
103,Speciality Museums,"""A creative chocolate shop and an informative small chocolate museum where visitors can learn about the history of chocolate. The Chocolate Museum is free, self guided and displays more than 200 artifacts and objects related to chocolate history. All the displays now have their English version. Two video are presented (Artisan Chocolate Making and the Industrial Chocolate Making Process (French), from the cocoa tree to the chocolate bar). Watch the chocolatiers at work through a window while you try one of our 10 renowned hot chocolates. In the boutique, the chocolate lovers will find a great variety of classic and audacious handmade chocolates (try the Biquette, a chocolate with goat cheese and Bartlett pear puree!). Indulge yourself with one of our chocolate pastries (chocolate brownies, cookies, cupcakes and decadent chocolate cake) and during the summer, let yourself be tempted by one of the 69 homemade ice cream, sorbet, frozen yogourt and tofu offered! Érico is located in the Faubourg Saint-Jean Baptiste, a convivial part of the city, outside the touristic old walls, that is worth the visit."""
104,History Museums,"""Thanks to virtual reality, dive right into the history of Quebec with this spectacular experience. Explore the city's rich heritage and relive historical events as if you were there in a 360 degree, 3d movie."""
105,Speciality & Gift Shops|Art Galleries|Art Museums,"""The museum has CLOSED following the transfer of the collection to the Musée National des Beaux-Arts du Québec."""
106,Military Museums|History Museums,"""This small museum chronicles the history of the city, including the numerous battles fought for its control."""
107,Art Galleries,
108,Speciality & Gift Shops|Art Galleries,"""Witness the magic of traditional glass blowing in the heart of Old Quebec. Christina and Jeff draw inspiration from their fertile imagination to create functional and decorative objects that bring beauty and whimsy to your everyday life. THREE CROW GLASS STUDIO HAS MOVED ! ​Your favorite glassblowing studio is now up the hill, a hop & a skip away from our old location. (behind city hall, a few houses down from Simmons and the german market) ​ Come see the artists at work and visit our shop: ​ 42 Cote de la Fabrique ​"""
109,History Museums,"""Just a few steps from the Holy Door, discover Muséee de l'Amérique francophone. Admire a chapel filled with history, precious relics, and other treasures of Québec's religious heritage from the séminaire de québec collection. Set in the heart of Old Québec, Musée de l'Amérique francophone is an essential cultural activity for history lovers. The Museum offers exhibitions on the colonial history of America, the evolution of Francophone culture in North America and abroad, and the effervescence of arts and crafts in Québec."""
110,Historic Sites|History Museums,"""This structure, built as a home to Jean-Baptiste Chevalier in 1752 from two 17th-century structures, has been restored as a museum focusing on Quebec's history."""
111,Speciality Museums|Historic Sites|Architectural Buildings,"""Step into this Regency cottage built in 1849 and tour the house, its English garden and gorgeous rose beds. The Maison Henry-Stuart is one of the few remaining examples of a characteristic style of residential architecture popular in the 19th century. Today, this classified heritage property is operated by Action patrimoine and has been designated a National Historic Site of Canada. Envelop yourself in the refined ambiance typical of Quebec bourgeois society in the early 1900s. The authentic interior reflects the way of life of the Stuart sisters, whose home it was from 1918 to 1987. Before you leave, join us for tea on the wide veranda, a peaceful interlude in the heart of the lively Montcalm district."""
112,History Museums,"""The Plains of Abraham Museum is the gateway to the Battlefields Park, offering exhibitions, activities, services and all information for your visit. Battles | 1759-1760 exhibition: Relive the siege of Québec, the Battle of the Plains of Abraham and the Battle of Sainte-Foy. Identities exhibition: View numerous artefacts from the Battlefields Park’s archaeological collection catalogued by theme."""
113,Speciality Museums,"""L’ilot des Palais, major historic and archaeological site of the Capital, has opened its doors again to the general public on July 3rd 2014. It will present in its vaulted cellars from the 18th century a quite new immersive exhibition. Through techno-culture (ground mapping, projections, 3D…), families, tourists, both young and old people will be transported in the hectic life of this place, the Jean Talon Brewery, to the Palaces of the Intendant, the prisons and Stores of King in the Boswell brewery … Since 1982, 65 archaeological excavation worksites and more than 500 000 artefacts have made possible the promotion of this place of residence of the New France Intendant, place of the economic, social, judicial power… a visit at The Ilot des Palais is imperative to seize our history from the 14th century to nowadays. Surprising discoveries await you there! Among others, 4 Egyptian amulets found in one stratum of 1710 or still the bones of Samy, small poodle of the 18th century found in the latrines of the second Palace. Discover our GeoRallies with GPS : This activity was inspired by geocaching. You have to find 15 real or virtual caches linked to the Vieux-Quebec’s history. Whether you do it alone, with friends or family, you can live this adventure : with your own GPS or with our GPS."""
114,Children's Museums|History Museums,
115,Military Museums|Speciality Museums,"""The Naval Museum of Québec tells the history of the St. Lawrence River and the Naval Reserve of Canada. You will be captained by historical records which appeal to emotions and which encourage questions on the impact of wars and the importance of working for peace. You will discover miscon stories: St. Lawrence naval battles, the men and women's stories which have made the history of the Canadian Navy."""
116,Art Museums,
117,Speciality Museums,
118,Art Galleries|Art Museums,"""Temporarily Closed - Shop - Museum Sculptures - Paintings - Illustrations - Photographs - Works of art Themes presented: horror, fantasy, science fiction, surrealism. Suggested age for the museum visit is 13 years and over."""
119,Historic Sites|Points of Interest & Landmarks|History Museums,"""Maison Girardin is a beautiful heritage house built between 1784 and 1819. It's a traditional farm house with French architectural influences, and one of the few still standing today ! It became an official patrimonial monument of the Government of Quebec in 1977 and was declared National Historic Site by the Government of Canada in 1982. Maison Girardin displays a year-round exhibition called \""Beauport en un Tour de Main\"" which features objects and tools that recollect the history of workers in rural Beauport in the 19th century. Guided tours are available."""
120,Art Galleries,
121,Speciality Museums|Theatres,
122,Speciality Museums,
123,Speciality & Gift Shops|Art Galleries,"""Visit the Quebec Fine Crafts boutique for amazing ornamental objects, original fashion accessories, fun gifts and indispensable kitchen items! The store offers works designed and made in Quebec by hundreds of local artisans."""
124,Art Galleries,"""At the heart of the emerging art scene that has grown around the MNBAQ, uNo Art Gallery offers a fresh contact with visual arts in their haven of quality and creativity. Our gallery’s unique layout let’s each visitor experience the art work in their own way and at their own pace. This calm and friendly space encourages the proximity between the visitor and the exhibition. We believe that art is tied to life, as art can touch an onlooker it can also create a silent encounter with the artist. Our gallery wishes to offer a warm welcome to all its visitors to facilitate the discovery of art. The gallery’s team will happily answer any questions about the currant exhibition as well as the artists behind the work. Any purchase from uNo Art Gallery will also be accompanied by a professional assistance in the delivery and installation of your new art piece. Welcome!"""
125,Art Galleries,
126,Art Galleries,
127,Natural History Museums,
128,Observatories & Planetariums,"""Plongez dans l’univers magique de la volière à papillons chez BFLY. À Québec, venez vivre une aventure en famille avec des personnages inspirants entourés de centaines de papillons en liberté."""
129,Children's Museums,"""Musee pour enfants sous le theme des metiers. Le musee de La Boite aux Metiers se veut un endroit chaleureux, amusant et stimulant afin de creer les premiers liens entre les enfants et leurs futurs metiers. Notre milieu rassembleur et pedagogique stimule la creativite et la realisation de soi. Plaisir assure!"""
130,Art Galleries,"""Dix artistes sous un même toit! Installée dans le Quartier Petit Champlain, vous serez charmé par la qualité et la diversité que vous offrent ces artistes professionnels. Ils se relaient la garde de la galerie afin de vous accueillir pour partager leur art avec vous. Les artistes peintres de la Galerie sont : Nancy Asselin, Lisette B. Cantin, Dorothée Couture, Raynald Gauthier, Marie-Reine Leroux, Mélyna Leclerc, Sonia Lê Van, Claire Savard, Diane Couture et Christian Roy. Chaleureuse et ouverte à tous, la galerie se veut un lieu de rencontre distinctif avec les artistes. L'invitation est lancée, on vous attend ! Vous comprendrez que l'art c'est plus accessible que vous pensez !"""
131,Art Museums,
132,Art Galleries,"""This gallery contains the works of artists from ten Native American nations."""
133,Art Galleries,
134,Speciality Museums,
135,Art Galleries,
136,Art Galleries,"""Since opening in 1993, the Beauchamp Art Galleries have discovered and shared the talents of more than 300 artists from Quebec and abroad, who are now represented throughout our various locations across Canada. With a collection of more than 3,500 contemporary and modern artworks, our galleries will undoubtedly offer you the work of art you've always dreamed of."""
137,Speciality & Gift Shops|Art Galleries,
1,Monuments & Statues,"""The Greek Doric-style memorial sits on the western end of the National Mall and has been the setting of many famous speeches throughout its history."""
2,Libraries|Government Buildings,"""Though the Library of Congress doesn't own every book ever published, it sure has most of them, with 532 miles of shelves and 115 million items, with 7,000 added each working day."""
3,Monuments & Statues,"""Emotionally stirring memorial pays tribute to the men and women who served in one of America's most controversial wars."""
4,Monuments & Statues,"""This memorial to Korean War veterans consists of the Pool of Remembrance and the triangular Field of Service depicting 19 soldiers on the field of combat."""
5,Historic Walking Areas|Parks,"""Open area of gardens, fountains, trees and monuments stretching nearly two miles between the Capitol and the Lincoln Memorial."""
6,Government Buildings,"""Please note that tour reservations are required for entry. 

The Capitol is among the most architecturally impressive and symbolically important buildings in the world. The Senate and the House of Representatives have met here for more than two centuries. Begun in 1793, the Capitol has been built, burnt, rebuilt, extended, and restored; today, it stands as a monument not only to its builders but also to the American people and their government."""
7,Monuments & Statues,"""Consisting of 56 pillars that represent the U.S. states and territories, this impressive national monument honors all who served in the U.S. Armed Forces."""
8,Monuments & Statues,"""Dedicated to the first U.S. president, this 555-foot obelisk is an iconic American symbol that stands tall in the National Mall."""
9,Historic Sites|Theatres|History Museums,"""The site of the April 14, 1865, assassination of President Abraham Lincoln, Ford's Theatre is a working theatre, historical monument, world-class museum and learning center. The theatre produces musicals and plays reflecting the unique, diverse character of American life. With its inspiring theatrical productions, live historic interpretation, and rich collection of artifacts, Ford’s is the premier destination in the nation’s capital to explore and celebrate the life and legacy of Abraham Lincoln. A daytime visit can include the museum, theatre, Petersen House (the house where Lincoln died) and Aftermath Exhibits at the Center for Education and Leadership. Advance tickets are required (convenience fee). From September to May, Ford’s presents evening and matinee productions of renowned plays, vibrant musicals, and newly commissioned works that captivate and entertain while examining political and social issues related to Lincoln’s life and legacy."""
10,Monuments & Statues,"""This outdoor memorial is the most popular of presidential memorials, in large part because of its elegant design, which includes waterfalls and sculptures."""
11,Monuments & Statues,"""A 19-foot bronze statue of perhaps the most esteemed founding father sits beneath a columned rotunda in the style of the Roman Pantheon."""
12,Monuments & Statues,
13,Government Buildings,"""One of America's most recognizable historical and political symbols is also the home and office of the President of the United States."""
14,Architectural Buildings|Religious Sites|Churches & Cathedrals,"""The sixth-largest cathedral in the world, Washington National Cathedral is an architectural masterpiece, a national house of prayer for all people, and a gathering place for the nation in times of sorrow and in times of celebration. It has been the site of presidential funerals, inaugural prayer services, and many historic moments, including the final Sunday sermon delivered by the Rev. Dr. Martin Luther King, Jr."""
15,Historic Sites|Gardens|Art Museums,"""Hillwood, the grand estate of Post Cereal heiress Marjorie Merriweather Post, sits on 25 acres overlooking Rock Creek Park in northwest Washington DC. Along with a world renowned collection of Russian and French decorative arts, Hillwood also features extensive gardens and special exhibitions."""
16,Religious Sites|Churches & Cathedrals,"""The Basilica of the National Shrine of the Immaculate Conception is the largest Roman Catholic church in the United States and North America, and is one of the ten largest churches in the world. The Basilica is the nation's preeminent Marian shrine, dedicated to the patroness of the United States; the Blessed Virgin Mary under her title of the Immaculate Conception. It is oftentimes affectionately referred to as America's Catholic Church. Visited by Pope Francis, Pope Benedict XVI, Saint John Paul II, and Saint Teresa of Calcutta, among others, the Basilica, though distinctly American, rivals the great sanctuaries of Europe and the world. Byzantine-Romanesque in style, its massive, one-of-a-kind superstructure is home to over 80 chapels and oratories that relate to the peoples, cultures and traditions that are the fabric of the Catholic faith and the mosaic of our great nation. The Basilica also houses the largest collection of contemporary ecclesiastical art on earth."""
17,Neighbourhoods|Historic Walking Areas,"""At the east end of The Mall, the Hill is home to the U.S. Capitol."""
18,Neighbourhoods,"""A charming neighborhood that, with its upscale boutiques and notable residents, is more than a college hangout."""
19,Castles|Government Buildings,"""The world's largest museum and research complex is actually comprised of 19 museums and the National Zoo, with subjects that vary from African Art to the postal service, sculpture to space exploration."""
20,Government Buildings,"""A Corinthian-style building where the final guardians of the Constitution deliberate."""
21,Architectural Buildings|Public Transportation Systems,"""Union Station D.C. Is a superbly restored, historic, mixed-use, intermodal transportation and shopping center located just blocks from the U.S. Capitol Building. This historic hub of culture services more than 90,000 people a day as a major transportation center, retail destination, and tourist resource."""
22,Arenas & Stadiums,
23,Speciality Museums|Historic Sites|History Museums,"""Known as the \""Cradle of the Emancipation Proclamation,\"" President Lincoln's Cottage is Abraham Lincoln's summer residence where he lived and worked for over a quarter of his presidency and made some of his most important decisions, including developing the Emancipation Proclamation. Located on a picturesque hilltop in Northwest Washington, DC on the grounds of the Armed Forces Retirement Home, the Cottage is open for tours 362 days a year. Guided tours offer visitors an intimate view of Abraham Lincoln’s presidency and private life. Visitors are also invited to browse exhibits in the adjacent Robert H. Smith Visitor Education Center. Tickets are required for entry to the Cottage, and advanced ticket purchase is strongly recommended."""
24,Monuments & Statues,"""Memorial to the women who served during the Vietnam War."""
25,Monuments & Statues,"""The National Academy of Sciences invites you to help honor the legacy of Albert Einstein by sending us your #PhotosWithAlbert. Simply snap a photo of you or your group at the Einstein Memorial Statue and post it to Twitter, Facebook, or Instagram, using the hashtag #PhotosWithAlbert. The NAS building and exhibits are open to the public from 9am - 5pm on weekdays. The Albert Einstein Memorial is located in the front lawn and available anytime."""
26,Government Buildings,"""The headquarters of the United States Department of Defense are housed in the massive Pentagon, whose five wedge-shaped sections represent the five branches of the U.S. Armed Forces."""
27,Points of Interest & Landmarks,
28,Government Buildings,"""Headquartered in D.C., this is where money is printed."""
29,Speciality Museums|Historic Sites|History Museums,"""The Woodrow Wilson House is open! We welcome visitors back for a variety of Covid friendly activities and for private events including weddings and corporate receptions, seven days a week. Don’t miss your chance to visit the Suffrage Outside exhibition, the only fully outdoor history exhibit in DC, on display in the Wilson House garden through November 30th. Reserve your visiting time on our website www.woodrowwilsonhouse.org. Also available are two walking tours: \""If these walls could talk! A Waddy Wood Walking Tour\"" and the \""Kalorama Audio Tour\"". Once you’ve downloaded the map, take the tour at your leisure. The giftshop and bathroom are open during business hours."""
30,Historic Sites|Architectural Buildings|Observation Decks & Towers,"""Historic 1899 building where visitors can go up to the clock tower for dramatic views of D.C."""
31,Arenas & Stadiums,"""The arena is home to the AFL's Washington Valor, NBA's Washington Wizards, the NHL's Washington Capitals, the WNBA's Washington Mystics and the NCAA's Georgetown Hoyas men's basketball team. Boasting an average of 220 events per year, Capital One Arena is the heart of a $9.2 billion redevelopment that began 19 years ago when the arena was built and opened on Dec. 2, 1997. Since then the privately financed arena has hosted 47 million people and more than 3,915 events."""
32,Military Bases & Facilities,
33,Historic Sites|Educational sites,
34,Monuments & Statues,"""The National Law Enforcement Officers Memorial is centered in the 400 block of E Street, NW, and is the nation's monument to law enforcement officers who have died in the line of duty. Dedicated on October 15, 1991, the Memorial honors federal, state and local law enforcement officers who have made the ultimate sacrifice for the safety and protection of our nation and its people. The Memorial features two curving, 304-foot-long blue-gray marble walls. Carved on these walls are the names of more than 2,000 officers who have been killed in the line of duty throughout U.S. history, dating back to the first known death in 1791. Unlike many other memorials in Washington, DC, the National Law Enforcement Officers Memorial is ever-changing: new names of fallen officers are added to the monument each spring, in conjunction with National Police Week in May."""
35,Architectural Buildings|Libraries|History Museums,"""The DAR Museum looks at the American experience through objects and art of the American home from the Colonial Era to the early 20th century. Visitors can tour 31 period rooms, learn about the history of American furnishings through a fun interactive area, and research their family history in the library. **DAR Constitution Hall is a separate entity** Constitution Hall does not produce any of the events presented in the Hall. All events are arranged by independent producers or sponsors who are responsible for all the details of the presentation. The producer is solely responsible for ticket sales, advertising, hiring and paying all necessary staff, contracting vendors, and paying the acts."""
36,Marinas|Points of Interest & Landmarks,"""This waterfront D.C. neighborhood is home to four hotels, a 6,000-seat music venue and over 80 shops and restaurants. It also hosts vibrant festivals, events and free outdoor concerts throughout the year. Here, you can browse charming bookstores and walk down the pier to enjoy the views of the Washington Channel. When hungry, enjoy pastries from one of the neighborhood's bakeries or visit the Municipal Fish Market for a great-value-for-money lunch. Stick around after hours to pub crawl or watch a concert. You might also want to visit the International Spy Museum or Smithsonian Museums, which are within walking distance from The Wharf."""
37,Historic Sites|History Museums,"""Explore the Society of the Cincinnati's historic headquarters, Anderson House, a National Historic Landmark that has been the Society's home since 1938. The Society and its American Revolution Institute work to honor the men and women who won American independence in the Revolutionary War by supporting advanced study, presenting exhibitions and other public programs, advocating preservation, and providing resources to teachers and students. Tours of Anderson House reveal the history of the Society of the Cincinnati, the significance of the American Revolution, and the lives and collections of the home's first owners, Larz and Isabel Anderson. The mansion was completed in 1905 for the Andersons, a wealthy couple who devoted their lives to public service, travel, entertaining, collecting, and philanthropy-interests and activities that are reflected in Anderson House, where much of the couple's art collection and furnishings are still on display. Guided tours begin at 15 minutes past each hour. Anderson House also offers a changing exhibition gallery, a research library, and an active calendar of public programs."""
38,Churches & Cathedrals,"""Experience the Holy Land. Dedicated in 1899 and designated a National Historic Site in 1991, the beautiful Monastery church and gardens include unusual, full-size replicas of Holy Land shrines and are the U.S. home of the Franciscan friars who have served in the Holy Land for 800 years, caring for the shrines and people. Free daily tours of the church, Tomb of Christ, and catacombs. Free garden tours on Saturdays, April-September."""
39,Historic Sites,"""Honoring the most famous African-American, this National Historic Site consists of Douglass' home and a visitor center and is dedicated to preserving his legacy of work on behalf of African Americans."""
40,Government Buildings,
41,Historic Sites|Architectural Buildings|Gardens,"""A model of Federal-period architecture in the nation’s capital, Tudor Place was home to six generations of Martha Washington’s descendants from 1805 to 1983 and the enslaved workers and servants who lived and worked here. With over 18,000 decorative objects, including the largest Washington Collection outside of Mount Vernon, Tudor Place sits on 5 ½ acres in the heart of Georgetown."""
42,Religious Sites|Monuments & Statues,"""The Saint John Paul II National Shrine is a place of pilgrimage, learning, and prayer. It was designated as a National Shrine by the U.S. Conference of Catholic Bishops in 2014. Visitors are welcome to attend daily Mass in the Redemptor Hominis Church, and to pray in the Luminous Mysteries Chapel, which contains a first-class blood relic of Saint John Paul II. Both sacred spaces are adorned with intricately beautiful mosaics that glorify and praise God. Our permanent exhibit, \""A Gift of Love: The Life of Saint John Paul II,\"" lets visitors to walk in the footsteps of John Paul II by tracing his life and legacy. More information can be found on our website."""
43,Speciality Museums|Monuments & Statues,"""A statue of The Lone Sailor peers over this memorial, which consists of a plaza bearing a granite world map flanked by waterfalls and fountains. The heritage center contains exhibits on naval history."""
44,Neighbourhoods,"""A trendy neighborhood with a large gay community."""
45,Points of Interest & Landmarks,"""The section of Massachusetts Avenue with many embassies and the house of the Vice President located on one end."""
46,Government Buildings,
47,Points of Interest & Landmarks,
48,Points of Interest & Landmarks,
49,Historic Walking Areas,
50,Architectural Buildings|Convention Centres,"""Owned by the U.S. General Services Administration and managed by TCMA (A Drew Company), the building is the first and only federal property designated for public and private use. As the official World Trade Center, Washington, DC, the building features a premier conference and event center, executive office space, attractions and exhibits, retail, parking, dining and community-focused programming and entertainment. As a one-of-a-kind establishment, we're excited to welcome guests of all kinds. We invite you to explore and experience the sights, sounds and services of this landmark building."""
51,Churches & Cathedrals,
52,Neighbourhoods,"""This neighborhood is home to ethnic and culinary diversity, color and funky shops."""
53,Government Buildings,
54,Historic Sites|History Museums,"""Historic Dupont Circle home of German immigrant and brewmaster Christian Heurich (1842-1945) and family The mansion was built from 1892-94 by German immigrant, local brewer, and philanthropist Christian Heurich (1842-1945). He and his family lived in their Dupont Circle home from its completion in 1894 until his wife's death in 1956. Recognized as Washington, DC's most successful brewer, he ran the Chr. Heurich Brewing Co., the city's longest-operating brewery (1873-1956), until his death at 102. The mansion is notable for its fireproof construction, original interiors, and family collections. The museum, located at 1307 New Hampshire Avenue in Dupont Circle, is open for regular public events and guided tours Thursday through Saturday at 11:30 am, 1:00 and 2:30 pm. Private tours and event rentals are also available."""
55,Monuments & Statues,
56,Historic Sites,
57,Government Buildings,
58,Monuments & Statues,
59,Government Buildings,
60,Monuments & Statues,
61,Points of Interest & Landmarks,
